datetime,open,high,low,close,volume
2026-07-01T08:45:00+05:30,3983.645,3987.095,3980.24,3981.51,6855
2026-07-01T09:00:00+05:30,3981.56,3982.45,3976.765,3977.615,5684
2026-07-01T09:15:00+05:30,3977.61,3980.68,3976.995,3980.58,3684
2026-07-01T09:30:00+05:30,3980.615,3981.14,3974.265,3976.54,6875
2026-07-01T09:45:00+05:30,3976.335,3978.255,3974.525,3977.745,3730
2026-07-01T10:00:00+05:30,3977.7,3980.89,3972.515,3974.745,8375
2026-07-01T10:15:00+05:30,3974.73,3982.985,3974.475,3976.7,8510
2026-07-01T10:30:00+05:30,3976.685,3977.335,3969.98,3972.15,7355
2026-07-01T10:45:00+05:30,3972.145,3975.325,3970.14,3972.98,5184
2026-07-01T11:00:00+05:30,3973.12,3979.15,3970.575,3974.84,8575
2026-07-01T11:15:00+05:30,3974.85,3979.08,3973.715,3974.13,5364
2026-07-01T11:30:00+05:30,3974.135,3977.605,3963.51,3965.355,14094
2026-07-01T11:45:00+05:30,3965.345,3969.975,3963.385,3967.53,6589
2026-07-01T12:00:00+05:30,3967.565,3973.6,3963.34,3971.885,10259
2026-07-01T12:15:00+05:30,3971.935,3973.705,3969.15,3971.99,4554
2026-07-01T12:30:00+05:30,3971.965,3973.905,3960.435,3961.71,13470
2026-07-01T12:45:00+05:30,3961.65,3972.36,3960.275,3964.32,12085
2026-07-01T13:00:00+05:30,3964.315,3971.385,3960.82,3971.205,10565
2026-07-01T13:15:00+05:30,3971.225,3978.585,3968.96,3976.065,9625
2026-07-01T13:30:00+05:30,3976.1,3976.32,3969.465,3974.44,6855
2026-07-01T13:45:00+05:30,3974.465,3984.555,3974.305,3978.875,10250
2026-07-01T14:00:00+05:30,3978.88,3979.755,3972.375,3977.0,7380
2026-07-01T14:15:00+05:30,3977.01,3977.57,3971.395,3974.665,6175
2026-07-01T14:30:00+05:30,3974.645,3977.745,3972.95,3975.855,4795
2026-07-01T14:45:00+05:30,3975.85,3980.46,3975.57,3978.865,4889
2026-07-01T15:00:00+05:30,3978.83,3982.645,3977.635,3981.72,5009
2026-07-01T15:15:00+05:30,3981.76,3986.145,3981.76,3984.545,4384
2026-07-01T15:30:00+05:30,3984.535,3989.69,3982.97,3984.36,6720
2026-07-01T15:45:00+05:30,3984.555,3987.625,3981.39,3987.27,6235
2026-07-01T16:00:00+05:30,3987.245,3994.52,3986.63,3987.36,7889
2026-07-01T16:15:00+05:30,3987.385,3998.75,3987.04,3998.41,11710
2026-07-01T16:30:00+05:30,3998.51,4019.58,3997.975,4016.16,21605
2026-07-01T16:45:00+05:30,4016.165,4028.715,4015.135,4026.83,13579
2026-07-01T17:00:00+05:30,4026.795,4031.96,4023.26,4029.365,8699
2026-07-01T17:15:00+05:30,4029.37,4035.595,4028.71,4030.475,6884
2026-07-01T17:30:00+05:30,4030.5,4034.045,4019.65,4021.7,14394
2026-07-01T17:45:00+05:30,4021.69,4030.47,4021.69,4025.925,8779
2026-07-01T18:00:00+05:30,4025.875,4033.14,4023.235,4026.14,9904
2026-07-01T18:15:00+05:30,4026.19,4028.99,4022.765,4022.905,6224
2026-07-01T18:30:00+05:30,4022.93,4025.08,4012.865,4021.35,12215
2026-07-01T18:45:00+05:30,4021.33,4047.31,4021.275,4046.72,26034
2026-07-01T19:00:00+05:30,4046.88,4100.305,4041.685,4098.5,58620
2026-07-01T19:15:00+05:30,4098.48,4108.205,4085.11,4089.65,23094
2026-07-01T19:30:00+05:30,4090.045,4101.63,4082.925,4092.96,18704
2026-07-01T19:45:00+05:30,4092.99,4106.84,4089.53,4100.69,17309
2026-07-01T20:00:00+05:30,4100.665,4115.81,4092.01,4092.9,23800
2026-07-01T20:15:00+05:30,4092.835,4095.17,4086.475,4093.46,8695
2026-07-01T20:30:00+05:30,4093.475,4094.665,4081.885,4085.215,12779
2026-07-01T20:45:00+05:30,4085.305,4092.005,4078.615,4084.015,13390
2026-07-01T21:00:00+05:30,4083.925,4084.17,4076.75,4082.495,7420
2026-07-01T21:15:00+05:30,4082.49,4088.22,4079.505,4081.16,8714
2026-07-01T21:30:00+05:30,4081.165,4088.435,4081.165,4082.48,7269
2026-07-01T21:45:00+05:30,4082.465,4085.165,4080.62,4081.465,4545
2026-07-01T22:00:00+05:30,4081.415,4083.43,4072.97,4074.255,10460
2026-07-01T22:15:00+05:30,4074.28,4076.545,4070.55,4071.285,5994
2026-07-01T22:30:00+05:30,4071.18,4073.725,4067.885,4071.465,5839
2026-07-01T22:45:00+05:30,4071.545,4072.15,4067.75,4068.085,4400
2026-07-01T23:00:00+05:30,4068.155,4073.235,4067.98,4070.815,5255
2026-07-01T23:15:00+05:30,4070.82,4072.44,4067.33,4068.21,5110
2026-07-01T23:30:00+05:30,4068.21,4070.85,4067.285,4068.945,3565
2026-07-01T23:45:00+05:30,4069.01,4069.24,4061.18,4061.24,8059
2026-07-02T00:00:00+05:30,4061.27,4066.06,4061.27,4063.16,4789
2026-07-02T00:15:00+05:30,4063.185,4063.305,4057.865,4062.19,5440
2026-07-02T00:30:00+05:30,4062.175,4068.365,4061.69,4065.515,6674
2026-07-02T00:45:00+05:30,4065.475,4066.325,4056.725,4058.975,9599
2026-07-02T01:00:00+05:30,4058.965,4059.825,4053.21,4053.93,6614
2026-07-02T01:15:00+05:30,4053.92,4054.345,4034.58,4038.88,19764
2026-07-02T01:30:00+05:30,4038.87,4039.83,4028.265,4035.81,11565
2026-07-02T01:45:00+05:30,4035.805,4039.43,4034.705,4038.835,4724
2026-07-02T02:00:00+05:30,4038.84,4039.35,4033.4,4033.92,5949
2026-07-02T02:15:00+05:30,4033.99,4036.145,4030.155,4031.705,5989
2026-07-02T03:30:00+05:30,4038.71,4041.17,4035.635,4037.07,5534
2026-07-02T03:45:00+05:30,4037.065,4039.44,4035.155,4038.47,4284
2026-07-02T04:00:00+05:30,4038.27,4040.875,4037.185,4040.13,3690
2026-07-02T04:15:00+05:30,4040.18,4045.155,4039.98,4045.035,5175
