datetime,open,high,low,close,volume
1947-10-01,35.0,35.0,35.0,35.0,0
1947-11-03,35.0,35.0,35.0,35.0,0
1947-12-01,35.0,35.0,35.0,35.0,0
1948-01-01,35.0,35.0,35.0,35.0,0
1948-02-02,35.0,35.0,35.0,35.0,0
1948-03-01,35.0,35.0,35.0,35.0,0
1948-04-01,35.0,35.0,35.0,35.0,0
1948-05-03,35.0,35.0,35.0,35.0,0
1948-06-01,35.0,35.0,35.0,35.0,0
1948-07-01,35.0,35.0,35.0,35.0,0
1948-08-02,35.0,35.0,35.0,35.0,0
1948-09-01,35.0,35.0,35.0,35.0,0
1948-10-01,35.0,35.0,35.0,35.0,0
1948-11-01,35.0,35.0,35.0,35.0,0
1948-12-01,35.0,35.0,35.0,35.0,0
1949-01-03,31.88,31.88,31.88,31.88,0
1949-02-01,31.88,31.88,31.88,31.88,0
1949-03-01,31.88,31.88,31.88,31.88,0
1949-04-01,31.88,31.88,31.88,31.88,0
1949-05-02,31.88,31.88,31.88,31.88,0
1949-06-01,31.88,31.88,31.88,31.88,0
1949-07-01,31.88,31.88,31.88,31.88,0
1949-08-01,31.88,31.88,31.88,31.88,0
1949-09-01,31.88,31.88,31.88,31.88,0
1949-10-03,31.88,31.88,31.88,31.88,0
1949-11-01,31.88,31.88,31.88,31.88,0
1949-12-01,31.88,31.88,31.88,31.88,0
1950-01-02,34.73,34.73,34.73,34.73,0
1950-02-01,34.73,34.73,34.73,34.73,0
1950-03-01,34.73,34.73,34.73,34.73,0
1950-04-03,34.73,34.73,34.73,34.73,0
1950-05-01,34.73,34.73,34.73,34.73,0
1950-06-01,34.73,34.73,34.73,34.73,0
1950-07-03,34.73,34.73,34.73,34.73,0
1950-08-01,34.73,34.73,34.73,34.73,0
1950-09-01,34.73,34.73,34.73,34.73,0
1950-10-02,34.73,34.73,34.73,34.73,0
1950-11-01,34.73,34.73,34.73,34.73,0
1950-12-01,34.72,34.72,34.72,34.72,0
1951-01-01,34.72,34.72,34.72,34.72,0
1951-02-01,34.73,34.73,34.73,34.73,0
1951-03-01,34.73,34.73,34.73,34.73,0
1951-04-02,34.73,34.73,34.73,34.73,0
1951-05-01,34.73,34.73,34.73,34.73,0
1951-06-01,34.73,34.73,34.73,34.73,0
1951-07-02,34.72,34.72,34.72,34.72,0
1951-08-01,34.71,34.71,34.71,34.71,0
1951-09-03,34.71,34.71,34.71,34.71,0
1951-10-01,34.71,34.71,34.71,34.71,0
1951-11-01,34.73,34.73,34.73,34.73,0
1951-12-03,34.66,34.66,34.66,34.66,0
1952-01-01,34.49,34.49,34.49,34.49,0
1952-02-01,34.49,34.49,34.49,34.49,0
1952-03-03,34.68,34.68,34.68,34.68,0
1952-04-01,34.82,34.82,34.82,34.82,0
1952-05-01,34.73,34.73,34.73,34.73,0
1952-06-02,34.53,34.53,34.53,34.53,0
1952-07-01,34.57,34.57,34.57,34.57,0
1952-08-01,34.58,34.58,34.58,34.58,0
1952-09-01,34.51,34.51,34.51,34.51,0
1952-10-01,34.63,34.63,34.63,34.63,0
1952-11-03,34.72,34.72,34.72,34.72,0
1952-12-01,34.79,34.79,34.79,34.79,0
1953-01-01,34.88,34.88,34.88,34.88,0
1953-02-02,34.95,34.95,34.95,34.95,0
1953-03-02,34.92,34.92,34.92,34.92,0
1953-04-01,34.93,34.93,34.93,34.93,0
1953-05-01,34.9,34.9,34.9,34.9,0
1953-06-01,34.89,34.89,34.89,34.89,0
1953-07-01,34.91,34.91,34.91,34.91,0
1953-08-03,34.91,34.91,34.91,34.91,0
1953-09-01,34.76,34.76,34.76,34.76,0
1953-10-01,34.79,34.79,34.79,34.79,0
1953-11-02,34.86,34.86,34.86,34.86,0
1953-12-01,34.85,34.85,34.85,34.85,0
1954-01-01,34.86,34.86,34.86,34.86,0
1954-02-01,34.88,34.88,34.88,34.88,0
1954-03-01,34.92,34.92,34.92,34.92,0
1954-04-01,35.04,35.04,35.04,35.04,0
1954-05-03,35.08,35.08,35.08,35.08,0
1954-06-01,35.07,35.07,35.07,35.07,0
1954-07-01,35.08,35.08,35.08,35.08,0
1954-08-02,35.05,35.05,35.05,35.05,0
1954-09-01,35.08,35.08,35.08,35.08,0
1954-10-01,35.08,35.08,35.08,35.08,0
1954-11-01,35.06,35.06,35.06,35.06,0
1954-12-01,35.04,35.04,35.04,35.04,0
1955-01-03,35.04,35.04,35.04,35.04,0
1955-02-01,35.05,35.05,35.05,35.05,0
1955-03-01,35.06,35.06,35.06,35.06,0
1955-04-01,35.05,35.05,35.05,35.05,0
1955-05-02,35.05,35.05,35.05,35.05,0
1955-06-01,35.04,35.04,35.04,35.04,0
1955-07-01,35.05,35.05,35.05,35.05,0
1955-08-01,35.03,35.03,35.03,35.03,0
1955-09-01,34.98,34.98,34.98,34.98,0
1955-10-03,34.98,34.98,34.98,34.98,0
1955-11-01,34.98,34.98,34.98,34.98,0
1955-12-01,34.97,34.97,34.97,34.97,0
1956-01-02,34.99,34.99,34.99,34.99,0
1956-02-01,34.99,34.99,34.99,34.99,0
1956-03-01,34.99,34.99,34.99,34.99,0
1956-04-02,34.98,34.98,34.98,34.98,0
1956-05-01,34.99,34.99,34.99,34.99,0
1956-06-01,34.98,34.98,34.98,34.98,0
1956-07-02,35.0,35.0,35.0,35.0,0
1956-08-01,35.02,35.02,35.02,35.02,0
1956-09-03,35.01,35.01,35.01,35.01,0
1956-10-01,35.02,35.02,35.02,35.02,0
1956-11-01,34.98,34.98,34.98,34.98,0
1956-12-03,34.9,34.9,34.9,34.9,0
1957-01-01,34.88,34.88,34.88,34.88,0
1957-02-01,34.89,34.89,34.89,34.89,0
1957-03-01,34.91,34.91,34.91,34.91,0
1957-04-01,34.92,34.92,34.92,34.92,0
1957-05-01,34.93,34.93,34.93,34.93,0
1957-06-03,34.99,34.99,34.99,34.99,0
1957-07-01,34.99,34.99,34.99,34.99,0
1957-08-01,34.97,34.97,34.97,34.97,0
1957-09-02,34.96,34.96,34.96,34.96,0
1957-10-01,34.97,34.97,34.97,34.97,0
1957-11-01,34.97,34.97,34.97,34.97,0
1957-12-02,34.99,34.99,34.99,34.99,0
1958-01-01,35.01,35.01,35.01,35.01,0
1958-02-03,35.08,35.08,35.08,35.08,0
1958-03-03,35.09,35.09,35.09,35.09,0
1958-04-01,35.1,35.1,35.1,35.1,0
1958-05-01,35.11,35.11,35.11,35.11,0
1958-06-02,35.1,35.1,35.1,35.1,0
1958-07-01,35.11,35.11,35.11,35.11,0
